-1-
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;
1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;
1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
-11-
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;	
1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
-21-
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
-31-
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;33;32;16;16;16;0;0;0;16;33;32;16;33;32;16;	
16;30;31;16;16;16;0;0;0;16;30;31;16;30;31;16;
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
16;33;32;16;33;32;16;16;16;33;32;16;16;33;32;16;	
16;30;31;16;30;31;16;16;16;30;31;16;16;30;31;16;	
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
-41-
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;33;32;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;30;31;16;16;16;0;0;0;16;16;16;16;16;16;16;
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
16;33;32;16;33;32;16;16;16;33;32;16;16;33;32;16;	
16;30;31;16;30;31;16;16;16;30;31;16;16;30;31;16;	
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
-51-
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
-61-
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13;
-71-
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
-81-
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
-91-
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
-2-
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
-12-
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
-22-
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
-32-
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;		
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;16;33;32;16;16;0;0;0;16;16;33;32;16;16;16;	
16;16;30;31;16;16;0;0;0;16;16;30;31;16;16;16;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;
-42-
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;	
0;0;0;0;0;0;0;0;0;16;16;16;16;16;16;16;	
0;0;0;0;0;0;0;0;0;16;16;16;16;16;16;16;	
0;0;0;0;0;0;0;0;0;16;16;16;16;16;16;16;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;
16;16;33;32;16;16;0;0;0;16;16;16;16;16;16;16;	
16;16;30;31;16;16;0;0;0;16;16;16;16;16;16;16;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;	
16;16;16;16;16;16;0;0;0;16;16;16;16;16;16;16;
-72-
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;
6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;
6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
-82-
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
-92-
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;
5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;
-3-
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;	
-13-
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;	
